Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2022-38050,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470604,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38050,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38050,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38051,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470605,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38051,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38051,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41033,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470606,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41033,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41033,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41039,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470700,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41039,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41039,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41045,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470701,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41045,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41045,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41047,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470702,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41047,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41047,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41048,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470703,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41048,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41048,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41050,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470705,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41050,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41050,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41052,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470706,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41052,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41052,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41054,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470708,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41054,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41054,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41057,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470711,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41057,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41057,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41073,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470713,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41073,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41073,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41076,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470799,"0,0","8,5",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41076,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41076,,,,1,"0,9","7,65",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41077,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470800,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41077,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41077,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41081,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470607,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41081,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41081,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41088,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470715,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41088,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41088,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41089,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft .NET Framework - 4.8 - C:\Windows\Microsoft.NET\Framework\v4.0.30319\ C:\Windows\Microsoft.NET\Framework64\v4.0.30319\,470841,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41089,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41089,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41092,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470718,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41092,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41092,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41093,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470719,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41093,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41093,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41095,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470720,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41095,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41095,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41096,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470721,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41096,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41096,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41100,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470724,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41100,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41100,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41101,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470725,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41101,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41101,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41102,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470726,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41102,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41102,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-41109,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470727,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41109,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41109,,,,1,"0,9","7,02",Kритический
