Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
443,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2532",Microsoft .NET Framework - 3.5,470947,"0,0","6,5",Средний уровень,Некорректная реализация (окна запросов разрешений),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0132,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0132,,,,"0,6","0,9","3,51",Средний
444,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470948,"0,0","6,5",Средний уровень,Некорректная реализация (окна запросов разрешений),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0133,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0133,,,,"0,6","0,9","3,51",Средний
238,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470949,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0134,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0134,,,,"0,6","0,9","4,752",Средний
239,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470950,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0135,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0135,,,,"0,6","0,9","4,752",Средний
285,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470951,"0,0","8,8",Высокий уровень,Некорректная реализация (API полноэкранного режима),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0136,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0136,,,,"0,6","0,9","4,752",Средний
310,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470952,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0138,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0138,,,,"0,6","0,9","4,752",Средний
393,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470953,"0,0","6,5",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0139,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0139,,,,"0,6","0,9","3,51",Средний
409,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470954,"0,0","6,5",Средний уровень,Некорректная реализация (API файловой системы),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0140,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0140,,,,"0,6","0,9","3,51",Средний
475,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470955,"0,0","4,3",Средний уровень,Некорректное применение политик (CORS),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0141,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0141,,,,"0,6","0,9","2,322",Низкий
240,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2533",Microsoft .NET Framework - 3.5,470960,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0471,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0471,,,,"0,6","0,9","4,752",Средний
241,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8846,Microsoft .NET Framework - 3.5,470961,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0472,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0472,,,,"0,6","0,9","4,752",Средний
356,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8888,Microsoft .NET Framework - 3.5,470962,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0473,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0473,,,,"0,6","0,9","4,752",Средний
242,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2533",Microsoft .NET Framework - 3.5,470963,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0474,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0474,,,,"0,6","0,9","4,752",Средний
357,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,471034,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0696,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0696,,,,"0,6","0,9","4,752",Средний
453,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,471035,"0,0","6,5",Средний уровень,Некорректная реализация (полноэкранный режим),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0697,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0697,,,,"0,6","0,9","3,51",Средний
378,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,471036,"0,0","8,8",Высокий уровень,Чтение за пределами границ,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0698,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0698,,,,"0,6","0,9","4,752",Средний
243,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,471037,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0699,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0699,,,,"0,6","0,9","4,752",Средний
462,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,471038,"0,0","6,5",Средний уровень,Некорректная реализация (функция загрузки),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0700,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0700,,,,"0,6","0,9","3,51",Средний
311,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,471039,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0701,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0701,,,,"0,6","0,9","4,752",Средний
358,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,471040,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0702,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0702,,,,"0,6","0,9","4,752",Средний
359,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,471041,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0703,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0703,,,,"0,6","0,9","4,752",Средний
485,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2534",Microsoft .NET Framework - 3.5,471042,"0,0","6,5",Средний уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0704,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0704,,,,"0,6","0,9","3,51",Средний
376,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8930,Microsoft .NET Framework - 3.5,471043,"0,0","7,5",Высокий уровень,Целочисленное переполнение,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0705,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0705,,,,"0,6","0,9","4,05",Средний
244,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8972,Microsoft .NET Framework - 3.5,471046,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0927,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0927,,,,"0,6","0,9","4,752",Средний
245,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2534",Microsoft .NET Framework - 3.5,471047,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0928,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0928,,,,"0,6","0,9","4,752",Средний
